10	300
Diana_Krall	13	8
Diana_Munz	7	8
Diana_Munz	7	8
Diana_Munz	8	9
Diana_Renee_Valdivieso_Dubon	2	4
Diana_Renee_Valdivieso_Dubon	1	4
Diana_Renee_Valdivieso_Dubon	1	4
Diana_Ross	2	1
Diana_Ross	1	2
Diana_Ross	1	2
Diana_Silvius	4	3
Diana_Silvius	3	4
Diana_Silvius	2	3
Diana_Taurasi	1	8
Diana_Taurasi	6	6
Diana_Taurasi	7	3
Diane_Green	1	4
Diane_Green	2	2
Diane_Green	4	2
Diane_Ladd	2	4
Diane_Ladd	3	4
Diane_Ladd	3	4
Diane_Lane	1	4
Diane_Lane	4	1
Diane_Lane	4	2
Dianne_Feinstein	1	3
Dianne_Feinstein	7	12
Dianne_Feinstein	6	9
Dianne_Reeves	4	4
Dianne_Reeves	3	2
Dianne_Reeves	2	4
Dick_Armey	4	1
Dick_Armey	3	4
Dick_Armey	1	1
Dick_Cheney	4	1
Dick_Cheney	40	26
Dick_Cheney	33	13
Dick_Clark	6	4
Dick_Clark	6	3
Dick_Clark	7	6
Dick_Jauron	1	3
Dick_Jauron	1	4
Dick_Jauron	3	3
Dick_Latessa	7	8
Dick_Latessa	5	7
Dick_Latessa	1	4
Dick_Posthumus	4	1
Dick_Posthumus	3	4
Dick_Posthumus	2	1
Dick_Smothers	4	4
Dick_Smothers	2	3
Dick_Smothers	1	2
Dick_Vermeil	7	1
Dick_Vermeil	3	5
Dick_Vermeil	1	8
Diego_Armando_Maradona	1	2
Diego_Armando_Maradona	4	3
Diego_Armando_Maradona	2	2
Diego_Colorado	4	4
Diego_Colorado	4	2
Diego_Colorado	3	2
Diego_Diego_Lerman	3	2
Diego_Diego_Lerman	1	4
Diego_Diego_Lerman	1	1
Dieter_Zetsche	2	1
Dieter_Zetsche	4	2
Dieter_Zetsche	4	2
Dimitar_Berbatov	2	3
Dimitar_Berbatov	1	1
Dimitar_Berbatov	3	3
Dimitri_Perricos	1	1
Dimitri_Perricos	2	3
Dimitri_Perricos	1	3
Dinora_Rosales	1	2
Dinora_Rosales	4	3
Dinora_Rosales	2	3
Din_Samsudin	1	3
Din_Samsudin	1	2
Din_Samsudin	2	4
Dionigi_Tettamanzi	3	2
Dionigi_Tettamanzi	3	4
Dionigi_Tettamanzi	4	4
Dionyssis_Georgiadis	1	1
Dionyssis_Georgiadis	3	1
Dionyssis_Georgiadis	1	2
Dion_Glover	1	4
Dion_Glover	3	3
Dion_Glover	4	3
Dirk_Kempthorne	2	1
Dirk_Kempthorne	4	1
Dirk_Kempthorne	3	3
Dita_Von_Tesse	4	3
Dita_Von_Tesse	3	1
Dita_Von_Tesse	2	2
Djabir_Said-Guerni	3	4
Djabir_Said-Guerni	2	2
Djabir_Said-Guerni	2	4
Dolly_Parton	3	2
Dolly_Parton	3	2
Dolly_Parton	3	1
Dolma_Tsering	5	4
Dolma_Tsering	8	8
Dolma_Tsering	5	6
Dominick_Dunne	1	3
Dominick_Dunne	2	4
Dominick_Dunne	3	2
Dominic_Monaghan	1	4
Dominic_Monaghan	1	4
Dominic_Monaghan	1	2
Dominik_Garcia-Lorido	3	1
Dominik_Garcia-Lorido	7	7
Dominik_Garcia-Lorido	1	5
Dominik_Hrbaty	3	3
Dominik_Hrbaty	2	3
Dominik_Hrbaty	2	1
Dominique_de_Villepin	19	6
Dominique_de_Villepin	11	27
Dominique_de_Villepin	32	27
Dominique_Perben	2	3
Dominique_Perben	1	2
Dominique_Perben	2	4
Donald_Anderson	1	3
Donald_Anderson	2	1
Donald_Anderson	3	1
Donald_Carty	3	1
Donald_Carty	4	3
Donald_Carty	3	1
Donald_Evans	7	8
Donald_Evans	3	2
Donald_Evans	8	8
Donald_Fehr	14	9
Donald_Fehr	2	12
Donald_Fehr	6	11
Donald_Hays	1	1
Donald_Hays	3	3
Donald_Hays	2	3
Donald_Keck	3	3
Donald_Keck	1	3
Donald_Keck	4	4
Donald_Pettit	1	6
Donald_Pettit	4	6
Donald_Pettit	9	5
Donald_Rumsfeld	97	373
Donald_Rumsfeld	157	389
Donald_Rumsfeld	387	295
Donald_Trump	3	2
Donald_Trump	4	3
Donald_Trump	3	3
Donatella_Versace	2	4
Donatella_Versace	3	4
Donatella_Versace	3	2
Donna_Barrera	2	4
Donna_Barrera	4	1
Donna_Barrera	1	2
Donna_Morrissey	4	2
Donna_Morrissey	4	3
Donna_Morrissey	2	2
Donna_Ralston	2	1
Donna_Ralston	3	3
Donna_Ralston	1	4
Donna_Shalala	3	1
Donna_Shalala	7	7
Donna_Shalala	6	8
Donny_Osmond	2	3
Donny_Osmond	1	3
Donny_Osmond	4	3
Don_Carcieri	3	2
Don_Carcieri	3	2
Don_Carcieri	2	4
Don_Flanagan	2	3
Don_Flanagan	3	3
Don_Flanagan	3	4
Don_Matthews	2	3
Don_Matthews	1	1
Don_Matthews	2	1
Don_Meredith	4	1
Don_Meredith	1	1
Don_Meredith	4	2
Don_Nickles	8	2
Don_Nickles	7	3
Don_Nickles	3	6
Don_Siegelman	5	12
Don_Siegelman	5	9
Don_Siegelman	4	5
Dora_Bakoyianni	1	3
Dora_Bakoyianni	4	2
Dora_Bakoyianni	4	3
Doris_Roberts	1	1
Doris_Roberts	11	8
Doris_Roberts	11	2
Doris_Schroeder	2	2
Doris_Schroeder	1	7
Doris_Schroeder	8	4
Dorothy_Lamour	2	2
Dorothy_Lamour	3	4
Dorothy_Lamour	1	1
Dorothy_Loudon	1	2
Dorothy_Loudon	3	3
Dorothy_Loudon	3	3
Dorothy_Wilson	1	2
Dorothy_Wilson	4	1
Dorothy_Wilson	2	2
Dorthy_Moxley	5	7
Dorthy_Moxley	3	5
Dorthy_Moxley	3	8
Dot_Helms	3	4
Dot_Helms	3	1
Dot_Helms	4	2
Douglas_Faneuil	4	1
Douglas_Faneuil	1	4
Douglas_Faneuil	1	3
Douglas_Gansler	1	3
Douglas_Gansler	4	2
Douglas_Gansler	3	2
Douglas_Meester	4	4
Douglas_Meester	4	2
Douglas_Meester	3	2
Doug_Collins	8	1
Doug_Collins	6	7
Doug_Collins	3	7
Doug_Melvin	9	3
Doug_Melvin	5	6
Doug_Melvin	4	11
Doug_Racine	4	3
Doug_Racine	3	2
Doug_Racine	2	4
Doug_Wilson	4	4
Doug_Wilson	1	1
Doug_Wilson	4	2
Dragan_Covic	2	2
Dragan_Covic	3	1
Dragan_Covic	3	3
Drew_Barrymore	3	3
Drew_Barrymore	2	4
Drew_Barrymore	2	3
Drew_Gooden	1	3
Drew_Gooden	3	1
Drew_Gooden	3	3
Duane_Barber	2	4
Duane_Barber	3	3
Duane_Barber	4	1
Duane_Lee_Chapman	2	6
Duane_Lee_Chapman	8	5
Duane_Lee_Chapman	7	5
Dule_Hill	2	4
Dule_Hill	4	1
Dule_Hill	2	3
Duncan_Fletcher	4	2
Duncan_Fletcher	1	3
Duncan_Fletcher	4	2
Dunn_Lampton	4	3
Dunn_Lampton	2	1
Dunn_Lampton	2	4
Dustin_Hoffman	4	4
Dustin_Hoffman	1	2
Dustin_Hoffman	3	3
Du_Qinglin	2	3
Du_Qinglin	1	3
Du_Qinglin	3	4
Dwain_Kyles	2	4
Dwain_Kyles	3	3
Dwain_Kyles	3	2
Dwayne_Johnson	6	2
Dwayne_Johnson	2	5
Dwayne_Johnson	1	4
Nestor_Kirchner	42	Martha_Burk	10	
Nestor_Santillan	2	Pierre_Boulanger	2	
Newton_Carlton_Slawson	3	Lois_Smart	3	
Newt_Gingrich	4	Jerome_Golmard	4	
Niall_Connolly	2	Hitoshi_Oshitani	2	
Nia_Vardalos	15	Jerry_Regier	2	
Nicanor_Duarte_Frutos	40	Syed_Abdul_Rahman_Geelani	1	
Nicholas_Byron	5	Platon_Lebedev	1	
Nicholas_Tse	2	Abba_Eban	4	
Nicholoas_DiMarzio	2	Alanna_Ubach	2	
Nicklas_Lidstrom	1	Nastia_Liukin	3	
Nick_Cassavetes	4	Sarah_Canale	1	
Nick_Markakis	3	Philip_Zalewski	2	
Nick_Nolte	12	Stephen_Swindal	2	
Nick_Rahall	2	Norio_Ohga	3	
Nick_Reilly	2	Sheryl_Crow	8	
Nick_Rimando	4	Emmy_Rossum	3	
Nicolas_Cage	7	Sandra_Bullock	3	
Nicolas_Escude	4	Mark_Bellhorn	3	
Nicolas_Kiefer	3	Guillermo_Canas	14	
Nicolas_Lapentti	4	Alexander_Payne	3	
Nicolas_Latorre	2	Aaron_Sorkin	2	
Nicolas_Macrozonaris	3	Peggy_McGuinness	1	
Nicolas_Sarkozy	1	Eliza_Dushku	4	
Nicola_Bono	1	Bill_Guerin	2	
Nicola_Wells	3	Chris_Cornell	4	
Nicole	1	Tab_Baldwin	2	
Nicoletta_Braschi	1	Tom_Amstutz	4	
Nicole_Kidman	11	Ana_Palacio	18	
Nida_Blanca	3	Erwin_Mapasseng	1	
Nigel_Redden	2	Tamika_Catchings	2	
Nikki_McKibbin	2	Frank_Sinatra	2	
Nikki_Reed	2	Peter_Shaw	1	
Nila_Ferran	4	Yuri_Malenchenko	1	
Nina_Jacobson	1	Freddy_Vasques_Kinchokpe	4	
Nina_Pecari	1	Margerry_Bakley	2	
Nino_DAngelo	1	Ruth_Stubbs	3	
Nizar_Trabelsi	4	Jim_Leach	4	
Noah_Wyle	12	Marlene_Weingartner	4	
Nobuyuki_Idei	3	Christine_Ebersole	5	
Noelle_Bush	13	Greg_Gilbert	2	
Noel_Niell	3	Faisal_Saleh_Hayat	1	
Noer_Moeis	1	Neil_Goldman	3	
Noer_Muis	3	William_Jackson	3	
Noor_Mohammed	3	John_Rowland	2	
Norah_Jones	32	Carla_Del_Ponte	6	
Nora_Ephron	1	James_Harris	2	
Norbert_van_Heyst	2	Dwayne_Williams	1	
Norio_Ohga	1	Joseph_Safra	1	
Norman_Jewison	3	Danny_Avalon	3	
Norman_Mailer	3	Jason_Bentley	4	
Norman_Mineta	3	Abdullah_Gul	41	
Norm_Coleman	15	Na_Na_Keum	2	
Norm_Macdonald	3	Beth_Blough	1	
Norodom_Chakrapong	1	Michael_J_Sheehan	7	
Norodom_Sihanouk	10	Claudia_Schiffer	2	
Nova_Esther_Guthrie	1	John_F_Kennedy_Jr	2	
Nuon_Chea	2	Margaret_Thatcher	1	
Nursultan_Nazarbayev	1	Dragan_Covic	1	
Nur_Jaafar	1	Alex_Sink	4	
Odai_Hussein	4	Rena_Sofer	3	
Odilia_Collazo	1	Jonathan_Karsh	2	
OJ_Simpson	4	Pringe_Ernst_August	3	
Oleg_Romantsev	1	Jose_Theodore	3	
Oleksandr_Moroz	5	Sergio_Vieira_De_Mello	26	
Olesya_Bonabarenko	4	Lucy_Liu	9	
Olivera_Labus	2	Evgeni_Plushenko	3	
Oliver_Neuville	3	Brian_Jordan	1	
Oliver_Phelps	2	Kaisser_Bazan	3	
Oliver_Stone	4	Elizabeth_Berkeley	2	
Olivia_Newton-John	5	Tommy_Shane_Steiner	2	
Olivier_Boulay	1	Scott_McClellan	13	
Olivier_Rochus	3	Yukiko_Okudo	7	
Olympia_Dukakis	4	Rebecca_Romijn-Stamos	6	
Omar_el-Heib	2	Qais_al-Kazali	4	
Omar_Khan_Sharif	1	Bernard_Lord	8	
Omar_Sharif	4	Marco_Irizarry	3	
Omar_Vizquel	2	Elvis_Presley	4	
Oprah_Winfrey	7	Jim_Tressel	12	
Oracene_Williams	4	James_Caan	10	
Orlando_Bloom	1	Abba_Eban	1	
Ornella_Muti	4	Karen_Mok	4	
Orrin_Hatch	7	Tony_LaRussa	2	
Osama_Al_Baz	3	Jake_Brace	4	
Osama_bin_Laden	11	Jonathan_Arden	2	
Oscar_Bolanos	3	John_Mabry	3	
Oscar_De_La_Hoya	14	Rodolfo_Abalos	2	
Oscar_Elias_Biscet	1	Nida_Blanca	2	
Osmond_Smith	3	Astou_Ndiaye-Diatta	4	
Osrat_Iosef	4	Greg_Ostertag	1	
Oswaldo_Paya	2	Cheryl_Tiegs	1	
Oswald_Gruebel	2	Orrin_Hatch	6	
Otto_Schily	4	David_Blaine	1	
Owen_Nolan	1	Michelle_Lecky	4	
Owen_Wilson	6	Riek_Blanjaar	4	
Oxana_Fedorova	10	Ivo_Dubs	2	
Ozzy_Osbourne	5	Sergei_Yastrzhembsky	4	
Pablo_Khulental	2	Raul_Rivero	2	
Pablo_Latras	2	Mark_Lazarus	4	
Paddy_Long	1	Ricky_Ponting	8	
Paddy_Torsney	1	Gordon_Cooper	3	
Padraig_Harrington	3	Lesley_Flood	4	
Paek_Nam_Sun	3	Daniel_Day-Lewis	2	
Paige_Fitzgerald	1	Barbara_Bach	3	
Pak_Gil_Yon	4	Petria_Thomas	6	
Pamela_Anderson	15	Liza_Minnelli	10	
Pamela_Melroy	4	Ramon_Ponce_de_Leon	4	
Paola_Espinoza	3	Ruth_Harlow	3	
Paradorn_Srichaphan	4	Alejandro_Fernandez	2	
Paris_Hilton	4	Austin_Kearns	4	
Park_Jie-won	2	Pierre_Gagnon	4	
Park_Na-kyong	4	Brian_Olson	3	
Parris_Glendening	1	Josh_Evans	2	
Parthiv_Patel	3	Alan_Mulally	6	
Pascal_Affi_Nguessan	3	Pierre_Boulanger	1	
Pascal_Lamy	1	Princess_Anne	4	
Pascal_Quignard	4	Denzel_Washington	11	
Pascal_Rheaume	4	Stipe_Mesic	4	
Patrice_Chereau	4	Tony_Clement	2	
Patricia_Clarkson	10	Guy_Hemmings	1	
Patricia_Garone	4	Melissa_Stark	4	
Patricia_Heaton	5	Hisham_Halawi	4	
Patricia_Johnson	2	Martin_Brooke	2	
Patricia_Phillips	2	Richard_Sterner	1	
Patricia_Russo	1	Alejandro_Avila	8	
Patrick_Bourrat	2	Tommy_Thompson	10	
Patrick_Clawsen	2	Matt_Dillon	8	
Patrick_Dennehy	4	Taku_Yamasaki	2	
Patrick_Eaves	1	Adoor_Gopalakarishnan	3	
Patrick_Ewing	3	Reyyan_Uzuner	2	
Patrick_Kron	3	Tyrone_Medley	3	
Patrick_Leahy	4	Roger_Suarez	3	
Patrick_McEnroe	2	Erika_Harold	9	
Patrick_Rafter	1	Ronald_Perelman	1	
Patrick_Roy	6	Eli_Broad	1	
Patsy_Hardy	3	Stephen_Joseph	1	
Patsy_Kensit	2	Roger_Mahony	2	
Patsy_Mink	4	Jerry_Regier	1	
Patti_Labelle	12	Judy_Genshaft	2	
Patti_Lank	1	Sean_Patrick_OMalley	1	
Patti_Smith	1	Adam_Sandler	8	
Patty_Duke	2	Monica_Serra	2	
Patty_Schnyder	7	Ronald_Post	3	
Patty_Sheehan	1	Michel_Minard	2	
Pat_Cox	7	Micky_Arison	3	
Pat_DAmuro	2	Douglas_Gansler	4	
Pat_Riley	4	Cori_Enghusen	1	
Pat_Rochester	4	Martha_Stewart	3	
Pat_Summitt	1	Dominik_Hrbaty	3	
Paul-Henri_Mathieu	3	Ray_Morrough	1	
Paula_Dobriansky	2	Diego_Diego_Lerman	2	
Paula_Prentiss	4	Johannes_Rau	2	
Paula_Radcliffe	3	Peter_Rasch	4	
Paula_Zahn	7	Carl_Pope	3	
Paulie_Ayala	2	Momir_Nikolic	2	
Pauline_Landers	3	Chris_Rock	2	
Pauline_Phillips	2	Evgeni_Plushenko	4	
Paulo_Cesar_Pinheiro	2	Ana_Claudia_Talancon	4	
Paul_Bettany	1	Yao_Ming	10	
Paul_Bremer	54	Stacy_Dragila	8	
Paul_Burrell	39	James_Jones	1	
Paul_Byrd	1	David_Beckham	37	
Paul_Celluci	1	Edward_James_Olmos	3	
Paul_Cerjan	2	Nikki_Reed	2	
Paul_Clark	2	Gabrielle_Rose	3	
Paul_Coppin	5	Karen_Clarkson	2	
Paul_Crake	3	Miguel_Contreras	3	
Paul_Desmarais	2	Erika_Harold	16	
Paul_Ebert	1	Moby	4	
Paul_Farley	4	Richard_Virenque	6	
Paul_Gannon	3	Sivan_Klein	2	
Paul_Gascoigne	5	Lisa_Marie_Presley	11	
Paul_Greengrass	1	Diana_Taurasi	8	
Paul_Henderson	1	Stefan_Holm	4	
Paul_Hogan	7	George_Robertson	13	
Paul_Johnson	2	Sheldon_Silver	3	
Paul_Kagame	2	William_Rehnquist	1	
Paul_Kariya	4	George_Foreman	2	
Paul_Kelleher	4	Jacques_Kallis	4	
Paul_Krueger	2	Jose_Cevallos	4	
Paul_LeClerc	4	Jeremy_Fogel	2	
Paul_Lockhart	1	Enos_Slaughter	1	
Paul_Lo_Duca	1	Eunice_Barber	4	
Paul_Luvera	4	Guillermo_Ortiz	4	
Paul_Martin	18	Rachel_Griffiths	4	
Paul_McCartney	20	Pharrell_Williams	3	
Paul_McNulty	7	Faisal_Saleh_Hayat	2	
Paul_Michael_Daniels	4	Felicity_Huffman	3	
Paul_Murphy	2	Eric_Clapton	4	
Paul_ONeill	29	Anthony_Ervin	1	
Paul_Otellini	3	Silvan_Shalom	6	
Paul_Patton	4	Biljana_Plavsic	2	
Paul_Pierce	3	James_W_Kennedy	1	
Paul_Reiser	3	Richard_Sterner	2	
Paul_Sarbanes	11	Alfonso_Cuaron	2	
Paul_Shanley	11	Kim_Jong-Il	1	
Paul_Tagliabue	4	George_McCloud	1	
Paul_Tracy	1	Mario_Jardel	2	
Paul_Vathis	3	Catherine_Woodard	1	
Paul_Walker	4	William_Joppy	4	
Paul_Wals	2	Richard_Hamilton	2	
Paul_Wellstone	4	Leszek_Miller	5	
Paul_William_Hurley	1	Gerardo_Gambala	2	
Paul_Wolfowitz	32	Jan_Bjoerklund	4	
Paul_Wollnough	4	Rick_Carlisle	7	
Pa_Kou_Hang	3	Madeleine_Webber	2	
Pedro_Almodovar	20	Taoufik_Mathlouthi	2	
Pedro_Duque	3	Arthur_Martinez	3	
Pedro_Malan	9	Stacey_Dales-Schuman	1	
Pedro_Martinez	3	Stepan_Demirchian	1	
Pedro_Solbes	6	Patrick_McEnroe	4	
Pedro_Velasquez	4	Austin_Kearns	3	
Peggy_McGuinness	3	Atal_Bihari_Vajpayee	64	
Pele	3	Heather_Chinnock	2	
Penelope_Ann_Miller	4	Harold_Brown	1	
Penelope_Cruz	5	Alexandra_Spann	3	
Penelope_Taylor	3	Tom_Schnackenberg	1	
Penny_Dupuie	1	Bob_Dole	4	
Penny_Lancaster	4	Tara_Reid	4	
Percy_Gibson	1	Itamar_Franco	1	
Peri_Gilpin	4	Gustavo_Cisneros	3	
Perri_Shaw	3	Deepa_Mehta	4	
Perry_Farrell	4	Wang_Yingfan	5	
Perry_Gibbs	1	Vanessa_Incontrada	9	
Pervez_Musharraf	51	Joseph_Deiss	10	
Peter_Ahearn	3	Lino_Oviedo	9	
Peter_Albertsen	4	John_Cornyn	2	
Peter_Arnett	6	Paulo_Cesar_Pinheiro	1	
Peter_Bacanovic	4	John_Bolton	11	
Peter_Care	4	Harry_Belafonte	8	
Peter_Chan	3	Andy_Graves	1	
Peter_Costello	3	Mathias_Reichhold	7	
Peter_Fisher	3	Chante_Jawan_Mallard	2	
Peter_Fitzgerald	1	Richard_Fine	1	
Peter_Gilmour	4	Stephanie_Moore	1	
Peter_Goldmark	4	Jesse_Jackson	6	
Peter_Greenaway	7	Tatiana_Paus	1	
Peter_Greenspun	4	Du_Qinglin	1	
Peter_Harrison	2	Miguel_Aldana_Ibarra	2	
Peter_Hartz	2	Patrick_Roy	3	
Peter_Harvey	4	Rob_Marshall	5	
Peter_Hillary	5	Robert_Mugabe	5	
Peter_Hollingworth	3	Carrie-Anne_Moss	3	
Peter_Mackay	2	Valerie_Thwaites	1	
Peter_Mansbridge	4	Priscilla_Owen	2	
Peter_Max	2	Nanni_Moretti	5	
Peter_Medgyessy	4	Charlie_Williams	3	
Peter_Mullan	4	Jeffrey_Donaldson	3	
Peter_OToole	2	Guennadi_Chipouline	1	
Peter_Rasch	4	Woodrow_Stanley	3	
Peter_Schultz	4	Juan_Ignacio_Chela	1	
Peter_Sejna	3	Sushma_Swaraj	1	
Peter_Shaw	2	Din_Samsudin	4	
Peter_Struck	1	James_Becker	2	
Peter_Ueberroth	1	Bernard_Landry	4	
Pete_Aldridge	3	Peter_Schultz	3	
Pete_Carroll	7	John_Blaney	1	
Pete_Rose	2	Thalia	3	
Pete_Sampras	11	Brady_Rodgers	4	
Petria_Thomas	10	Giuseppe_Gibilisco	11	
Petro_Symonenko	8	Phoenix_Chang	4	
Pham_Sy_Chien	3	Rick_Caruso	1	
Phan_Van_Khai	8	Nida_Blanca	1	
Pharrell_Williams	3	Kimberly_Stewart	1	
Philippe_Gagnon	1	Robert_Mueller	5	
Philippe_Noiret	3	Van_Hilley	2	
Philip_Zalewski	3	Faye_Wong	3	
Phil_Bennett	4	Lorraine_Bracco	2	
Phil_Bredesen	3	Nancy_Demme	2	
Phil_Cline	1	Mother_Teresa	1	
Phil_Donahue	3	Paul_Otellini	3	
Phil_Gramm	2	Kate_Lee	1	
Phil_Jackson	2	Benjamin_Martinez	1	
Phil_Johnson	4	Joe_Calzaghe	3	
Phil_Mickelson	7	Joe_DeLamielleure	2	
Phil_Morris	3	Keanu_Reeves	24	
Phil_Vassar	3	Enrique_Oliu	3	
Phoenix_Chang	1	Kirby_Puckett	1	
Pierce_Brosnan	13	Dany_Heatley	3	
Pierre_Boulanger	5	Lorraine_Bracco	3	
Pierre_Gagnon	2	Xiang_Liu	1	
Pierre_Lacroix	4	Serena_Williams	27	
Pierre_Pettigrew	4	Ernie_Grunfeld	1	
Pierre_Png	2	Bryan_Murray	4	
Pierre_Van_Hooijdonk	1	Ellen_Saracini	1	
Pilar_Montenegro	4	Helen_Alvare	4	
Pinar_del_Rio	4	James_Roberts	2	
Pio_Laghi	1	Lim_Dong-won	6	
Placido_Domingo	8	Francis_Collins	4	
Platon_Lebedev	3	Benjamin_Neulander	1	
Polona_Bas	2	Paul_Walker	1	
Porter_Goss	1	Paul_Farley	2	
Prakash_Hinduja	4	Stefano_Basalini	1	
Prem_Kumar_Nair	4	Toshihiko_Fukui	2	
Princess_Aiko	1	Jose_Lina	1	
Princess_Anne	4	Matt_Braker	3	
Princess_Caroline	14	Eduardo_Chillida	2	
Princess_Diana	4	John_Tyson	3	
Princess_Elisabeth	4	Tori_Amos	4	
Princess_Stephanie	4	Duane_Lee_Chapman	7	
Dwayne_Wade	3	2
Dwayne_Wade	1	4
Dwayne_Wade	2	3
Dwayne_Williams	4	2
Dwayne_Williams	3	2
Dwayne_Williams	4	1
Dyab_Abou_Jahjah	3	1
Dyab_Abou_Jahjah	4	3
Dyab_Abou_Jahjah	3	4
Dyana_Calub	4	4
Dyana_Calub	1	2
Dyana_Calub	1	2
Earl_Campbell	3	3
Earl_Campbell	4	2
Earl_Campbell	3	4
Earl_Counter	1	3
Earl_Counter	2	4
Earl_Counter	4	4
Earl_Fritts	4	2
Earl_Fritts	1	1
Earl_Fritts	2	1
Earl_Scruggs	2	4
Earl_Scruggs	3	2
Earl_Scruggs	2	1
Eddie_Fenech_Adami	4	3
Eddie_Fenech_Adami	4	4
Eddie_Fenech_Adami	1	3
Eddie_Lewis	2	3
Eddie_Lewis	2	1
Eddie_Lewis	2	4
Eddie_Lucio	2	2
Eddie_Lucio	3	3
Eddie_Lucio	2	1
Eddie_Sutton	3	5
Eddie_Sutton	2	7
Eddie_Sutton	7	7
Eddy_Merckx	3	4
Eddy_Merckx	1	1
Eddy_Merckx	4	3
Edie_Falco	8	1
Edie_Falco	1	1
Edie_Falco	6	4
Edina_Batar	1	4
Edina_Batar	1	4
Edina_Batar	4	4
Edmund_Hillary	2	8
Edmund_Hillary	3	3
Edmund_Hillary	8	6
Edmund_Stoiber	38	37
Edmund_Stoiber	20	26
Edmund_Stoiber	33	17
Eduardo_Chillida	2	1
Eduardo_Chillida	3	4
Eduardo_Chillida	3	2
Eduardo_Duhalde	14	7
Eduardo_Duhalde	8	24
Eduardo_Duhalde	30	40
Eduardo_Romero	2	1
Eduardo_Romero	1	4
Eduardo_Romero	2	3
Eduard_Shevardnadze	9	14
Eduard_Shevardnadze	18	3
Eduard_Shevardnadze	8	2
Edward_Albee	3	2
Edward_Albee	2	1
Edward_Albee	4	1
Edward_Belvin	2	2
Edward_Belvin	1	1
Edward_Belvin	2	1
Edward_Burns	2	3
Edward_Burns	1	2
Edward_Burns	1	4
Edward_Egan	4	2
Edward_Egan	3	3
Edward_Egan	1	3
Edward_Flynn	4	1
Edward_Flynn	1	3
Edward_Flynn	2	3
Edward_Greenspan	3	1
Edward_Greenspan	2	4
Edward_Greenspan	2	3
Edward_James_Olmos	3	8
Edward_James_Olmos	4	4
Edward_James_Olmos	3	2
Edward_Johnson	1	1
Edward_Johnson	1	3
Edward_Johnson	3	4
Edward_Kennedy	3	1
Edward_Kennedy	1	2
Edward_Kennedy	4	3
Edward_Lohn	4	2
Edward_Lohn	1	1
Edward_Lohn	1	2
Edward_Lu	2	9
Edward_Lu	18	3
Edward_Lu	1	15
Edward_Norton	1	2
Edward_Norton	2	2
Edward_Norton	4	8
Edward_Said	4	3
Edward_Said	2	3
Edward_Said	5	8
Edward_Seaga	3	2
Edward_Seaga	1	1
Edward_Seaga	4	2
Edwina_Currie	8	3
Edwina_Currie	8	10
Edwina_Currie	7	1
Edwin_Edwards	3	9
Edwin_Edwards	6	4
Edwin_Edwards	10	12
Ed_Book	2	3
Ed_Book	4	1
Ed_Book	3	2
Ed_Case	3	1
Ed_Case	1	4
Ed_Case	4	4
Ed_Rosenthal	5	5
Ed_Rosenthal	1	7
Ed_Rosenthal	1	5
Ed_Smart	3	4
Ed_Smart	2	2
Ed_Smart	4	2
Ed_Sullivan	4	4
Ed_Sullivan	1	3
Ed_Sullivan	3	4
Ed_Wade	4	4
Ed_Wade	2	2
Ed_Wade	2	2
Eileen_Coparropa	10	2
Eileen_Coparropa	4	1
Eileen_Coparropa	6	9
Einars_Repse	2	2
Einars_Repse	4	3
Einars_Repse	1	1
Ekaterina_Dmitriev	3	1
Ekaterina_Dmitriev	2	2
Ekaterina_Dmitriev	4	3
Ekke_Hard_Forberg	1	4
Ekke_Hard_Forberg	2	1
Ekke_Hard_Forberg	3	1
Eladio_Larez	2	4
Eladio_Larez	4	1
Eladio_Larez	4	1
Elaine_Chao	4	1
Elaine_Chao	2	2
Elaine_Chao	1	4
Elaine_Stritch	4	4
Elaine_Stritch	3	4
Elaine_Stritch	3	4
Elena_Bovina	6	5
Elena_Bovina	1	2
Elena_Bovina	1	3
Elena_Dementieva	1	2
Elena_Dementieva	3	1
Elena_Dementieva	2	1
Elena_Likhovtseva	1	4
Elena_Likhovtseva	2	2
Elena_Likhovtseva	3	3
Elena_Tihomirova	3	1
Elena_Tihomirova	4	2
Elena_Tihomirova	2	1
Elgin_Baylor	3	4
Elgin_Baylor	2	3
Elgin_Baylor	2	3
Eliane_Karp	2	16
Eliane_Karp	4	9
Eliane_Karp	4	7
Elijah_Wood	1	6
Elijah_Wood	2	2
Elijah_Wood	5	5
Elijan_Ingram	1	4
Elijan_Ingram	3	1
Elijan_Ingram	1	2
Elin_Nordegren	4	4
Elin_Nordegren	1	1
Elin_Nordegren	3	2
Eliott_Spitzer	1	2
Eliott_Spitzer	4	3
Eliott_Spitzer	2	1
Elisabeth_Schumacher	1	3
Elisabeth_Schumacher	2	3
Elisabeth_Schumacher	1	1
Elisha_Cuthbert	1	4
Elisha_Cuthbert	2	4
Elisha_Cuthbert	2	4
Elizabeth_Berkeley	4	2
Elizabeth_Berkeley	3	3
Elizabeth_Berkeley	4	2
Elizabeth_Dole	6	8
Elizabeth_Dole	1	1
Elizabeth_Dole	8	8
Elizabeth_Hill	4	2
Elizabeth_Hill	4	3
Elizabeth_Hill	2	4
Elizabeth_Hurley	15	14
Elizabeth_Hurley	12	3
Elizabeth_Hurley	3	6
Elizabeth_Shue	2	2
Elizabeth_Shue	4	3
Elizabeth_Shue	2	4
